Centro;Descripcion Centro;Seccion;Descripcion Seccion;Programa;Descripcion Programa;Capitulo;Descripcion Capitulo;Economico;Descripcion Economico;CRED_INICIAL;MOD_CREDITO;C_DEFINITIVO;C_AUTORIZADO;C_DISPUESTO;OBL_RECONOC
001;AYUNTAMIENTO DE MADRID;002;PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;26000;TRABAJOS REALIZ. POR INSTITUCIONES S.F. DE LUCRO;10000;-10000;0;0;0;0
001;AYUNTAMIENTO DE MADRID;002;PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;4;TRANSFERENCIAS CORRIENTES;44506;A MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;254000;89020;343020;328500;328500;100000
001;AYUNTAMIENTO DE MADRID;002;PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;4;TRANSFERENCIAS CORRIENTES;48901;OTRAS TRANSFERENCIAS  A INSTITUC. SIN FINES  LUCRO;212000;0;212000;211888,89;211888,89;211888,89
001;AYUNTAMIENTO DE MADRID;002;PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;6;INVERSIONES REALES;60900;PATRIMONIO HISTÓRICO, ARTÍSTICO Y CULTURAL;0;635000;635000;8557,12;8557,12;8557,12
001;AYUNTAMIENTO DE MADRID;002;PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;7;TRANSFERENCIAS DE CAPITAL;74508;A EMPRS.MNPAL. SERV. FUNERARIOS Y CEMENTERIOS S.A.;0;292000;292000;292000;292000;0
001;AYUNTAMIENTO DE MADRID;002;PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;11000;RETRIBUCIONES BÁSICAS;35352;0;35352;10775,34;10775,34;10775,34
001;AYUNTAMIENTO DE MADRID;002;PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;11001;RETRIBUCIONES COMPLEMENTARIAS;99435;0;99435;28409,52;28409,52;28409,52
001;AYUNTAMIENTO DE MADRID;002;PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;15578;0;15578;4655,16;4655,16;4655,16
001;AYUNTAMIENTO DE MADRID;002;PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;1051;0;1051;0;0;0
001;AYUNTAMIENTO DE MADRID;002;PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;20275;0;20275;8822,07;8822,07;8822,07
001;AYUNTAMIENTO DE MADRID;002;PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12006;TRIENIOS;8849;0;8849;2756,46;2756,46;2756,46
001;AYUNTAMIENTO DE MADRID;002;PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;26904;0;26904;9668,73;9668,73;9668,73
001;AYUNTAMIENTO DE MADRID;002;PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;57543;0;57543;20716,25;20716,25;20716,25
001;AYUNTAMIENTO DE MADRID;002;PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;3447;0;3447;1173,01;1173,01;1173,01
001;AYUNTAMIENTO DE MADRID;002;PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;13710;0;13710;6293,3;6293,3;6293,3
001;AYUNTAMIENTO DE MADRID;002;PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;61767;0;61767;20675,95;20675,95;20675,95
001;AYUNTAMIENTO DE MADRID;002;PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;16009;OTRAS CUOTAS;0;0;0;2075,21;2075,21;2075,21
001;AYUNTAMIENTO DE MADRID;002;PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22601;ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS;54905;0;54905;49491,2;0;0
001;AYUNTAMIENTO DE MADRID;002;PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22606;REUNIONES, CONFERENCIAS Y CURSOS;500;0;500;0;0;0
001;AYUNTAMIENTO DE MADRID;002;PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23000;DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO;2000;0;2000;0;0;0
001;AYUNTAMIENTO DE MADRID;002;PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23020;DEL PERSONAL NO DIRECTIVO;2000;0;2000;0;0;0
001;AYUNTAMIENTO DE MADRID;002;PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23100;GASTOS DE VIAJE  MIEMBROS DE LOS ORG. DE GOBIERNO;5500;0;5500;0;0;0
001;AYUNTAMIENTO DE MADRID;002;PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23120;GASTOS DE VIAJE DEL PERSONAL NO DIRECTIVO;4000;0;4000;0;0;0
001;AYUNTAMIENTO DE MADRID;002;PLENO;91216;PRESIDENCIA DEL PLENO;6;INVERSIONES REALES;60900;PATRIMONIO HISTÓRICO, ARTÍSTICO Y CULTURAL;40000;0;40000;0;0;0
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;187093;0;187093;54944,41;54944,41;54944,41
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12001;SUELDOS DEL GRUPO A2;31156;0;31156;11064,36;11064,36;11064,36
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;261609;0;261609;70195,05;70195,05;70195,05
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;511741;0;511741;136772,45;136772,45;136772,45
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12005;SUELDOS DEL GRUPO E;65290;0;65290;17428,63;17428,63;17428,63
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12006;TRIENIOS;229784;0;229784;63189,07;63189,07;63189,07
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;654602;0;654602;184501,57;184501,57;184501,57
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;1624693;0;1624693;458385,53;458385,53;458385,53
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;105814;0;105814;29531,76;29531,76;29531,76
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;13000;RETRIBUCIONES BÁSICAS;49319;0;49319;10918,68;10918,68;10918,68
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;13002;OTRAS REMUNERACIONES;26151;0;26151;7470,76;7470,76;7470,76
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;199953;0;199953;67935,91;67935,91;67935,91
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;869515;0;869515;327834,57;327834,57;327834,57
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;16009;OTRAS CUOTAS;0;0;0;33467,3;33467,3;33467,3
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;20300;ARRENDAMIENTOS DE MAQUINARIA, INSTALAC. Y UTILLAJE;2000;0;2000;1887,6;1887,6;471,9
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21200;REP.MANT. Y CONSERV. EDIFICIOS Y OTRAS CONSTRUC.;64700;0;64700;52114,06;48213,76;13876,76
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21300;REP.MANT.Y CONSERV. MAQUINARIA, INSTAL. Y UTILLAJE;23218;0;23218;15780,47;15780,47;4677,64
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21500;REP., MANT. Y CONSERV. DE MOBILIARIO;5000;0;5000;1187,44;1187,44;593,7
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22000;MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE;10000;0;10000;3644,78;3644,78;1598,67
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22001;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;4000;0;4000;0;0;0
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22002;MATERIAL INFORMÁTICO NO INVENTARIABLE;12000;0;12000;8830,04;8830,04;1870,68
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22104;VESTUARIO;12000;0;12000;10232,48;10232,48;0
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22199;OTROS SUMINISTROS;22000;0;22000;0;0;0
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22299;OTRAS GASTOS EN COMUNICACIONES;500;0;500;0;0;0
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22602;PUBLICIDAD Y PROPAGANDA;20000;0;20000;0;0;0
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22603;PUBLICACIÓN EN DIARIOS OFICIALES;1000;0;1000;0;0;0
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22606;REUNIONES, CONFERENCIAS Y CURSOS;45600;0;45600;33430,32;33430,32;3243,24
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22700;LIMPIEZA Y ASEO;174106;0;174106;172105,58;172105,58;57368,52
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22706;ESTUDIOS Y TRABAJOS TÉCNICOS;121771;0;121771;51163,12;41157,18;2561,16
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22799;OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.;3500;0;3500;0;0;0
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23010;DEL PERSONAL DIRECTIVO;750;0;750;0;0;0
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23110;GASTOS DE VIAJE DEL PERSONAL DIRECTIVO;750;0;750;0;0;0
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23399;OTRAS INDEMNIZACIONES;1000;0;1000;0;0;0
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;6;INVERSIONES REALES;62500;MOBILIARIO Y EQUIPOS DE OFICINA;6000;0;6000;0;0;0
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;6;INVERSIONES REALES;62599;OTRO MOBILIARIO Y ENSERES;5000;0;5000;699,08;699,08;699,08
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;6;INVERSIONES REALES;62601;EQUIPOS PARA PROCESO DE DATOS;500;0;500;0;0;0
001;AYUNTAMIENTO DE MADRID;002;PLENO;91230;SECRETARÍA GENERAL DEL PLENO;6;INVERSIONES REALES;63600;EQUIPOS DE COMUNICACIÓN (REFORMA Y REPOSICIÓN);110000;0;110000;96117,56;5367,56;0
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;10000;RETRIBUCIONES BÁSICAS;2550148;0;2550148;775201,62;775201,62;775201,62
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;10001;OTRAS REMUNERACIONES;0;0;0;11786,84;11786,84;11786,84
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;11000;RETRIBUCIONES BÁSICAS;1023428;0;1023428;289516,86;289516,86;289516,86
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;11001;RETRIBUCIONES COMPLEMENTARIAS;2202814;0;2202814;602165,5;602165,5;602165,5
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;333994;0;333994;101237,02;101237,02;101237,02
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;12001;SUELDOS DEL GRUPO A2;69278;0;69278;16856,31;16856,31;16856,31
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;105132;0;105132;27148,64;27148,64;27148,64
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;73444;0;73444;15212,54;15212,54;15212,54
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;12006;TRIENIOS;192275;0;192275;52806,14;52806,14;52806,14
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;472766;0;472766;128979,67;128979,67;128979,67
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;1240462;0;1240462;340487,38;340487,38;340487,38
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;42168;0;42168;11175,51;11175,51;11175,51
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;13000;RETRIBUCIONES BÁSICAS;30512;0;30512;7858,66;7858,66;7858,66
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;13002;OTRAS REMUNERACIONES;54780;0;54780;14394,59;14394,59;14394,59
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;415833;0;415833;132524,77;132524,77;132524,77
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;1996721;0;1996721;660768,04;660768,04;660768,04
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;16009;OTRAS CUOTAS;0;0;0;20610,15;20610,15;20610,15
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;20300;ARRENDAMIENTOS DE MAQUINARIA, INSTALAC. Y UTILLAJE;2000;0;2000;1887,6;1887,6;471,9
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21200;REP.MANT. Y CONSERV. EDIFICIOS Y OTRAS CONSTRUC.;35700;0;35700;28745,61;26594,24;7654,28
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21300;REP.MANT.Y CONSERV. MAQUINARIA, INSTAL. Y UTILLAJE;12831;0;12831;8993,34;8993,34;2710,51
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22000;MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE;15000;0;15000;2241,64;2241,64;1921,84
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22001;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;6000;0;6000;3530,69;3530,69;3530,69
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22002;MATERIAL INFORMÁTICO NO INVENTARIABLE;15000;0;15000;3503,3;3503,3;1939,46
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22199;OTROS SUMINISTROS;12000;0;12000;0;0;0
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22700;LIMPIEZA Y ASEO;92768;0;92768;92767,94;92767,94;30922,67
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;4;TRANSFERENCIAS CORRIENTES;48100;DOTACIÓN GRUPOS POLÍTICOS MUNICIPALES;495134;0;495134;198597,71;198597,71;198597,71
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;6;INVERSIONES REALES;62500;MOBILIARIO Y EQUIPOS DE OFICINA;20000;0;20000;0;0;0
001;AYUNTAMIENTO DE MADRID;002;PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;6;INVERSIONES REALES;62599;OTRO MOBILIARIO Y ENSERES;7000;0;7000;0;0;0
001;AYUNTAMIENTO DE MADRID;003;OFICINA MUNICIPAL CONTRA EL FRAUDE Y LA CORRUPCIÓN;92222;OFICINA CONTRA EL FRAUDE Y LA CORRUPCIÓN;1;GASTOS DE PERSONAL;10100;RETRIBUCIONES BÁSICAS;90923;0;90923;30307,32;30307,32;30307,32
001;AYUNTAMIENTO DE MADRID;003;OFICINA MUNICIPAL CONTRA EL FRAUDE Y LA CORRUPCIÓN;92222;OFICINA CONTRA EL FRAUDE Y LA CORRUPCIÓN;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;15578;0;15578;4708,32;4708,32;4708,32
001;AYUNTAMIENTO DE MADRID;003;OFICINA MUNICIPAL CONTRA EL FRAUDE Y LA CORRUPCIÓN;92222;OFICINA CONTRA EL FRAUDE Y LA CORRUPCIÓN;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;1051;0;1051;0;0;0
001;AYUNTAMIENTO DE MADRID;003;OFICINA MUNICIPAL CONTRA EL FRAUDE Y LA CORRUPCIÓN;92222;OFICINA CONTRA EL FRAUDE Y LA CORRUPCIÓN;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;890;0;890;3180,05;3180,05;3180,05
001;AYUNTAMIENTO DE MADRID;003;OFICINA MUNICIPAL CONTRA EL FRAUDE Y LA CORRUPCIÓN;92222;OFICINA CONTRA EL FRAUDE Y LA CORRUPCIÓN;1;GASTOS DE PERSONAL;12006;TRIENIOS;5994;0;5994;2686,52;2686,52;2686,52
001;AYUNTAMIENTO DE MADRID;003;OFICINA MUNICIPAL CONTRA EL FRAUDE Y LA CORRUPCIÓN;92222;OFICINA CONTRA EL FRAUDE Y LA CORRUPCIÓN;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;13478;0;13478;5582,12;5582,12;5582,12
001;AYUNTAMIENTO DE MADRID;003;OFICINA MUNICIPAL CONTRA EL FRAUDE Y LA CORRUPCIÓN;92222;OFICINA CONTRA EL FRAUDE Y LA CORRUPCIÓN;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;32991;3190;36181;13305,4;13305,4;13305,4
001;AYUNTAMIENTO DE MADRID;003;OFICINA MUNICIPAL CONTRA EL FRAUDE Y LA CORRUPCIÓN;92222;OFICINA CONTRA EL FRAUDE Y LA CORRUPCIÓN;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;1362;0;1362;766,31;766,31;766,31
001;AYUNTAMIENTO DE MADRID;003;OFICINA MUNICIPAL CONTRA EL FRAUDE Y LA CORRUPCIÓN;92222;OFICINA CONTRA EL FRAUDE Y LA CORRUPCIÓN;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;4392;0;4392;2713,72;2713,72;2713,72
001;AYUNTAMIENTO DE MADRID;003;OFICINA MUNICIPAL CONTRA EL FRAUDE Y LA CORRUPCIÓN;92222;OFICINA CONTRA EL FRAUDE Y LA CORRUPCIÓN;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;28352;0;28352;11821,73;11821,73;11821,73
001;AYUNTAMIENTO DE MADRID;003;OFICINA MUNICIPAL CONTRA EL FRAUDE Y LA CORRUPCIÓN;92222;OFICINA CONTRA EL FRAUDE Y LA CORRUPCIÓN;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22000;MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE;7000;0;7000;0;0;0
001;AYUNTAMIENTO DE MADRID;003;OFICINA MUNICIPAL CONTRA EL FRAUDE Y LA CORRUPCIÓN;92222;OFICINA CONTRA EL FRAUDE Y LA CORRUPCIÓN;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22001;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;5000;0;5000;0;0;0
