Centro;Descripcion Centro;Capitulo;Descripcion Capitulo;Economico;Descripcion Economico;SumaDePREV_INICIAL;SumaDeMODIFICACIONES;SumaDePREV_DEFINITIVO;SumaDeD_RECON_NETOS;SumaDeRECAUDADO
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;32999;OTRAS TASAS POR REALIZACIÓN DE ACTIVIDADES;19770;0;19770;12992,78;12992,78
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33000;ESTACIONAMIENTO DE VEHÍCULOS DE RESIDENTES;5308500;0;5308500;2136579,25;2136579,25
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33001;ESTACIONAMIENTO DE VEHÍCULOS COMERC. E INDUSTR.;2746500;0;2746500;2654739,84;2654739,84
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33003;TALLERES DE REPARACIÓN;15500;0;15500;15057;15057
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33011;ESTACIONAMIENTO DE VEHÍCULOS LOTE 1;17901000;0;17901000;16384397,87;16013121,12
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33012;ESTACIONAMIENTO DE VEHÍCULOS LOTE 2;24458000;0;24458000;22966598,05;22450157,35
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33013;ESTACIONAMIENTO DE VEHÍCULOS LOTE 3;20189500;0;20189500;17764282,09;17061657,39
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33014;ESTACIONAMIENTO DE VEHÍCULOS ZONA 4;0;0;0;-1,8;-1,8
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33015;ESTACIONAMIENTO DE VEHÍCULOS ZONA 5;0;0;0;-1,68;-1,68
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33016;ESTACIONAMIENTO DE VEHÍCULOS ZONA 6;0;0;0;-1,69;-1,69
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33017;ESTACIONAMIENTO DE VEHÍCULOS LOTE 4;21089000;0;21089000;19824820,03;19017279,08
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33100;ENTRADA DE VEHÍCULOS;25798621;0;25798621;28561583,46;24367406,79
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33200;EMPRESAS EXPLOTADORAS SERV. DE SUMINISTROS;42000000;0;42000000;28350905,1;15262270,58
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33300;EMPRESAS EXPLOT. SERV. TELECOMUNICACIONES MÓVILES;261852;0;261852;437438,98;820,25
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33301;EMPRESAS EXPLOT. SERV. TELECOMUNICACIONES FIJAS;15967462;0;15967462;12540258,8;1471753,83
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33400;TASA POR APERTURA DE CALAS Y ZANJAS;225290;0;225290;404953,41;404268,89
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33500;TERRAZAS;8572460;0;8572460;9358964,54;6183430,79
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33600;TASA CAJEROS AUTOMÁTICOS;468288;0;468288;500649,33;472079,94
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33800;COMPENSACIÓN TELEFÓNICA, S.A. (LEY 15/87);15986986;0;15986986;11294319,61;11294319,61
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33900;VALLAS Y ANDAMIOS;10506006;0;10506006;7915463,6;5977087,13
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33901;PUESTOS;1345607;0;1345607;1183975,12;962164,99
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33902;FIESTAS CALLEJERAS;9933;0;9933;388,16;388,16
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33903;USOS PARTICULARES DEL SUBSUELO;299479;0;299479;323974,47;30002,93
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33904;SURTIDORES DE GASOLINA;676821;0;676821;577248,47;-9377,67
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33905;CONTENEDORES;1000000;0;1000000;1274401,48;1274401,48
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33906;PUBLICIDAD EN VALLAS, ANDAMIOS Y SIMILARES;134708;0;134708;93618,47;91235,17
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33907;ACCIONES PUBLICITARIAS EN LA VÍA PÚBLICA;900630;0;900630;421864,78;332924,31
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33998;TASAS EXTINGUIDAS POR UTILIZ. PRIVAT. DOMINIO PUB.;0;0;0;-1946,08;-1946,08
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;33999;OTROS APROVECHAMIENTOS;5584154;0;5584154;5169252,2;3964210,82
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;34100;ASESORAMIENTO SANITARIO Y VACUNAS;275665;0;275665;137061,58;137061,58
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;34101;ANÁLISIS CLÍNICOS;2396;0;2396;3329,02;1332,5
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;34200;ESCUELA DE CERÁMICA;94172;0;94172;67433,8;67433,8
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;34202;ESCUELA DE SALUD PÚBLICA;8243;0;8243;4871,1;4871,1
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;34300;PISCINAS E INSTALACIONES DEPORTIVAS;31808352;0;31808352;24200896,57;24200896,57
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;34600;TALLERES CULTURALES;11638277;0;11638277;10750879,9;10750879,9
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;34601;ACTIVIDADES SOCIALES Y CULTURALES;73379;0;73379;45455,1;45455,1
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;34602;RESIDENCIAS MUNICIPALES;108813;0;108813;111340,45;111340,45
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;34603;SERVICIO DE COMEDOR;0;0;0;40895,92;40895,92
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;34606;CENTROS ESCOLARES ABIERTOS;1287599;0;1287599;1061609,78;1061609,78
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;34607;ESCUELAS INFANTILES MUNICIPALES;229888;0;229888;356772,54;356772,54
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;34699;OTROS SERVICIOS SOCIO CULTURALES;56000;0;56000;35004,46;35004,46
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;34700;OBRAS POR PASOS DE CARRUAJES;0;288237,06;288237,06;357494,69;313951,04
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;34701;OBRAS EN LA VÍA PUBLICA - DISTRITOS;0;0;0;27805,82;27530,86
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;34702;OTRAS OBRAS EN LA VÍA PÚBLICA;0;0;0;62737,01;62737,01
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;34901;CASAS DE BAÑO;34260;0;34260;0;0
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;34999;OTROS PRECIOS PÚBLICOS;2095485;0;2095485;872892,29;775007,27
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;36000;VENTA DE EFECTOS INÚTILES;31406;0;31406;2718693,05;2718693,05
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;36001;REVISTAS Y DEMÁS PUBLICACIONES;17140;0;17140;16940,51;16940,51
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;36003;TRABAJOS DE ESTABLECIMIENTOS MUNICIPALES;0;0;0;3600;3600
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;36004;VENTA DE ELECTRICIDAD;30000;0;30000;15016,77;15016,77
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;38900;PAGOS DE  EJERCICIOS ANTERIORES;2218643;0;2218643;3284523,12;2907116,46
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;38999;OTROS REINTEGROS;198400;0;198400;0;0
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;39100;INFRACCIONES URBANÍSTICAS;575035;0;575035;2798151,43;621450,6
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;39110;INFRACCIONES TRIBUTARIAS Y ANÁLOGAS;6514415;0;6514415;11739126,07;3046489,66
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;39120;INFRACCIONES ORDENANZA DE CIRCULACIÓN;136256913;0;136256913;180187955,4;75162398,64
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;39130;MULTAS COERCITIVAS;535732;0;535732;1856637,27;329948,89
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;39190;OTRAS MULTAS Y SANCIONES;2117632;0;2117632;25646153,13;4609342,09
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;39200;RECARGO POR EXTEMPORANEIDAD;26454;0;26454;17861,3;-9660,86
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;39210;RECARGO EJECUTIVO;5573133;0;5573133;3870985,84;3870985,84
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;39211;RECARGO DE APREMIO;21977723;0;21977723;17128907,38;17128907,38
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;39300;INTERESES DE DEMORA;16103435;0;16103435;17289595,38;16434541,71
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;39610;POLÍGONOS DE COOPERACIÓN;0;52419,09;52419,09;854065,31;849400,85
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;39611;INGR.  DE PARTICULARES PARA OBRAS DE URBANIZACIÓN;0;1034147,73;1034147,73;-1343569,6;-1573626,3
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;39710;OTROS INGRESOS POR APROVECHAMIENTOS URBANISTICOS;19464556;56889,88;19521445,88;445006,1;445006,1
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;39800;INDEMNIZACIONES DE SEGUROS DE NO VIDA;0;956;956;956;956
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;39901;RECURSOS EVENTUALES;47284;0;47284;1604023,09;1539899,03
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;39902;INGRESOS POR ACCIÓN SUBSIDIARIA;0;109257,43;109257,43;1596840,1;140768,12
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;39904;CONSUMOS EDIFICIOS MUNICIPALES;1697;0;1697;215411,81;205145,71
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;39905;INCAUTACIÓN GARANTÍAS DE CONTRATOS;1332;13600;14932;-84335,09;-84335,09
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;39906;IMPORTE ANUNCIOS A CARGO DE PARTICULARES;0;58365,71;58365,71;362470;362470
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;39907;DEPORTES;0;0;0;4853,35;4853,35
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;39908;ACTIVIDADES AL AIRE LIBRE;16000;0;16000;36169,6;36169,6
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;39909;ESCUELAS INFANTILES;0;0;0;552;552
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;39914;CONTROL DE CALIDAD;0;0;0;254373,84;254373,84
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;39920;SISTEMA DE GESTIÓN DE ENVASES;33983269;0;33983269;25934793,64;21517585,89
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;39921;SISTEMA GESTIÓN RESIDUOS ELÉCTRICOS Y ELECTRÓNICOS;137502;0;137502;163533,8;114547,92
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;39980;EMBARGOS Y/O COMPENSACIONES RECAUDACIÓN EJECUTIVA;80165;0;80165;81753,79;81753,79
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;39992;DAÑOS Y PERJUICIOS. OBLIGACIONES CONTRACTUALES;0;0;0;0;0
001;AYUNTAMIENTO DE MADRID;3;TASAS Y OTROS INGRESOS;39999;OTROS INGRESOS DIVERSOS;8672800;2125128,1;10797928,1;3657054,3;1070609,63
001;AYUNTAMIENTO DE MADRID;4;TRANSFERENCIAS CORRIENTES;41000;DE ORGANISMOS AUTÓNOMOS DEL AYUNTAMIENTO DE MADRID;0;55514,02;55514,02;55514,02;55514,02
001;AYUNTAMIENTO DE MADRID;4;TRANSFERENCIAS CORRIENTES;42010;FONDO COMPLEMENTARIO DE FINANCIACIÓN;1391251050;0;1391251050;1278697960;1278697573
001;AYUNTAMIENTO DE MADRID;4;TRANSFERENCIAS CORRIENTES;42020;COMPENSACIÓN POR BENEFICIOS FISCALES;1400840;0;1400840;700419,88;700419,88
001;AYUNTAMIENTO DE MADRID;4;TRANSFERENCIAS CORRIENTES;42102;DEL INSTITUTO NACIONAL DE ESTADÍSTICA (INE);32000;0;32000;32420,8;32420,8
001;AYUNTAMIENTO DE MADRID;4;TRANSFERENCIAS CORRIENTES;42300;DE LA S.E. LOTERÍAS Y APUESTAS DEL ESTADO;335000;0;335000;233360;233360
001;AYUNTAMIENTO DE MADRID;4;TRANSFERENCIAS CORRIENTES;45002;C. MADRID - ATENCIÓN DEPENDENCIA Y OTROS PROGRAMAS;70000000;0;70000000;35000000;35000000
001;AYUNTAMIENTO DE MADRID;4;TRANSFERENCIAS CORRIENTES;45003;COMUNIDAD DE MADRID - ATENCIÓN PERSONAS SIN HOGAR;250000;0;250000;0;0
001;AYUNTAMIENTO DE MADRID;4;TRANSFERENCIAS CORRIENTES;45032;COM.  DE MADRID - EDUCACIÓN. ABSENTISMO ESCOLAR;400000;0;400000;200000;200000
001;AYUNTAMIENTO DE MADRID;4;TRANSFERENCIAS CORRIENTES;45050;COM.  DE MADRID - CENTRO OCUPACIONAL VILLAVERDE;1024516;0;1024516;771548;771548
001;AYUNTAMIENTO DE MADRID;4;TRANSFERENCIAS CORRIENTES;45060;OTROS CONVENIOS DE LA COMUNIDAD DE MADRID;600000;0;600000;0;0
001;AYUNTAMIENTO DE MADRID;4;TRANSFERENCIAS CORRIENTES;45062;C. DE MADRID - ERRADICACIÓN VIOLENCIA DE GÉNERO;428889;0;428889;405714,28;405714,28
001;AYUNTAMIENTO DE MADRID;4;TRANSFERENCIAS CORRIENTES;45080;OTRAS SUBVENCIONES DE LA COMUNIDAD DE MADRID;275000;0;275000;62477;62477
001;AYUNTAMIENTO DE MADRID;4;TRANSFERENCIAS CORRIENTES;47000;PARA ACTIVIDADES DEPORT., CULT.Y DE ESPARCIMIENTO;0;0;0;74380;74380
001;AYUNTAMIENTO DE MADRID;4;TRANSFERENCIAS CORRIENTES;47001;FORO DE EMPRESAS;945000;0;945000;665000;665000
001;AYUNTAMIENTO DE MADRID;4;TRANSFERENCIAS CORRIENTES;47099;OTRAS TRANSFERENCIAS DE EMPRESAS PRIVADAS;0;1130,6;1130,6;31130,6;31130,6
001;AYUNTAMIENTO DE MADRID;4;TRANSFERENCIAS CORRIENTES;48003;DE LA FUNDACIÓN ESPECIAL CAJAMADRID;20000;0;20000;17768,85;17768,85
001;AYUNTAMIENTO DE MADRID;4;TRANSFERENCIAS CORRIENTES;48099;OTRAS TRANSF. DE FAMILIAS E INSTITUCIONES S/F.LUCR;0;17259,5;17259,5;18169;18169
001;AYUNTAMIENTO DE MADRID;4;TRANSFERENCIAS CORRIENTES;49100;DEL FONDO EUROPEO DE DESARROLLO REGIONAL (FEDER);0;34359,19;34359,19;0;0
001;AYUNTAMIENTO DE MADRID;4;TRANSFERENCIAS CORRIENTES;49799;OTRAS TRANSFERENCIAS DE LA UNIÓN EUROPEA;54032;46672,5;100704,5;40838,04;40838,04
001;AYUNTAMIENTO DE MADRID;4;TRANSFERENCIAS CORRIENTES;49899;DE OTROS PROGRAMAS DE LA UNIÓN EUROPEA;0;47500;47500;32779,43;32779,43
001;AYUNTAMIENTO DE MADRID;5;INGRESOS PATRIMONIALES;52000;INTERESES CUENTAS EN BANCOS Y CAJAS DE AHORRO;0;0;0;0,16;0,16
001;AYUNTAMIENTO DE MADRID;5;INGRESOS PATRIMONIALES;53400;DE SOCIEDADES Y ENTIDADES DEPENDIENTES DEL AYTO.;41240431;0;41240431;1991355,8;1991355,8
001;AYUNTAMIENTO DE MADRID;5;INGRESOS PATRIMONIALES;53410;SOC. Y ENTID. NO DEPENDIENTES DE LAS ENTID LOCALES;12000000;0;12000000;13,13;13,13
001;AYUNTAMIENTO DE MADRID;5;INGRESOS PATRIMONIALES;54100;ARRENDAMIENTO DE INMUEBLES URBANOS;8;0;8;106298,84;83528,47
001;AYUNTAMIENTO DE MADRID;5;INGRESOS PATRIMONIALES;55000;CANON VERTEDERO VALDEMINGÓMEZ;0;0;0;34436,16;34436,16
001;AYUNTAMIENTO DE MADRID;5;INGRESOS PATRIMONIALES;55001;CANON APARCAMIENTOS;3882036;0;3882036;5037836,66;4825393,71
001;AYUNTAMIENTO DE MADRID;5;INGRESOS PATRIMONIALES;55002;CANON TELEFÉRICO;0;0;0;2193,75;2193,75
001;AYUNTAMIENTO DE MADRID;5;INGRESOS PATRIMONIALES;55003;CANON PARQUE DE ATRACCIONES;345582;0;345582;346754,9;346754,9
001;AYUNTAMIENTO DE MADRID;5;INGRESOS PATRIMONIALES;55004;CANON PARQUE ZOOLÓGICO;25000;0;25000;25000;25000
001;AYUNTAMIENTO DE MADRID;5;INGRESOS PATRIMONIALES;55005;CANON CASA CONTRABANDISTAS;903000;0;903000;915300;915300
001;AYUNTAMIENTO DE MADRID;5;INGRESOS PATRIMONIALES;55007;CANON QUIOSCOS PARQUES Y JARDINES;1962793;0;1962793;1558665,16;1101706,79
001;AYUNTAMIENTO DE MADRID;5;INGRESOS PATRIMONIALES;55008;CANON CASETAS CLAUDIO MOYANO;14921;0;14921;182024,17;109671,61
001;AYUNTAMIENTO DE MADRID;5;INGRESOS PATRIMONIALES;55009;CANON M-30;633407;0;633407;630908,19;630908,19
001;AYUNTAMIENTO DE MADRID;5;INGRESOS PATRIMONIALES;55010;CANON PALACIO DE HIELO;342156;0;342156;350498,02;350498,02
001;AYUNTAMIENTO DE MADRID;5;INGRESOS PATRIMONIALES;55013;CANON RESTAURANTE PLATAFORMA PUENTE DEL REY;66779;0;66779;95325,12;95325,12
001;AYUNTAMIENTO DE MADRID;5;INGRESOS PATRIMONIALES;55014;CANON UTILIZACIÓN DEL SUELO;142979;0;142979;121108,02;121108,02
001;AYUNTAMIENTO DE MADRID;5;INGRESOS PATRIMONIALES;55015;CANON LOCALES COMERCIALES EN APARCAMIENTOS;6500;0;6500;6582,44;6582,44
001;AYUNTAMIENTO DE MADRID;5;INGRESOS PATRIMONIALES;55016;CANON INSTALACIONES DEPORTIVAS DISTRITOS;838545;0;838545;1736115,18;812720,59
001;AYUNTAMIENTO DE MADRID;5;INGRESOS PATRIMONIALES;55017;CANON OTRAS INSTALACIONES DISTRITOS;95101;0;95101;93154,43;74027,45
001;AYUNTAMIENTO DE MADRID;5;INGRESOS PATRIMONIALES;55018;CANON MERCADOS DISTRITO Y CENTROS COMERCIALES;980000;0;980000;1036219,44;808553,1
