93301,"AM-ITE-109 Subs.def. en Polideportivo Moscardó,",UTE ITES LOTE 2 OBRASCON HUARTE LAIN SA Y PROMOCIONES EDIFICIOS Y,40
93301,AM-ITE-213 SUBS. DEF ITE CUBIERTA PISCINA MOSCARDÓ,UTE ITES LOTE 2 OBRASCON HUARTE LAIN SA Y PROMOCIONES EDIFICIOS Y,41
93301,AM2- R130 Cent.mujeres Ed.2 Coleg.Rubén Darío,FCC CONSTRUCCION S A,42
93301,"AM2-R131 IDB Los Cármenes C/Alhambra, 35",FCC CONSTRUCCION S A,43
93303,PA-049 Cerramiento Perimetral CD Moscardó,FERROVIAL AGROMAN S A,44
93301,"Construc. Centro Mayoress en c/Pez Austral, 6",COPCISA SA,45
93301,AM-ITE-214 Actua.Previas sub. ITE fachadas Cibeles,UTE ITES LOTE 2 OBRASCON HUARTE LAIN SA Y PROMOCIONES EDIFICIOS Y,46
93301,AM-ITE-106_SEG. ESTRUCTURAL FINCA TORRE ARIAS,FCC CONSTRUCCION S A,47
93301,AM-ITE-214 Actua.Previas sub. ITE fachadas Cibeles,UTE ITES LOTE 2 OBRASCON HUARTE LAIN SA Y PROMOCIONES EDIFICIOS Y,48
93301,AM2-PA055 Consol.Estruct.Beti Jai Marq.Riscal 7,FERROVIAL AGROMAN S A,49
93301,AM2- R130 Cent.mujeres Ed.2 Coleg.Rubén Darío,FCC CONSTRUCCION S A,50
93301,"AM2-R131 IDB Los Cármenes C/Alhambra, 35",FCC CONSTRUCCION S A,51
93301,AM2-R099 Adecuación sala armas CDM Vallehermoso,FCC CONSTRUCCION S A,52
93301,AM-ITE-123_SUBS. ITE CASETA GUARDAS F.TORRE ARIAS,FCC CONSTRUCCION S A,53
93303,INCORPORACIÓN REMANENTES COMPROMETIDOS,FCC CONSTRUCCION S A,54
93301,AM-ITE-112 REHABILITACIÓN CASA DUQUESA DE SUECA,"DURANTIA INFRAESTRUCTURAS, S.AU. Y SERRAZAR, S.L., UTE.",55
93301,AM-ITE-106_SEG. ESTRUCTURAL FINCA TORRE ARIAS,FCC CONSTRUCCION S A,56
93301,AM-ITE-123_SUBS. ITE CASETA GUARDAS F.TORRE ARIAS,FCC CONSTRUCCION S A,57
93301,AM2- R130 Cent.mujeres Ed.2 Coleg.Rubén Darío,FCC CONSTRUCCION S A,58
93301,AM-ITE-214 Actua.Previas sub. ITE fachadas Cibeles,UTE ITES LOTE 2 OBRASCON HUARTE LAIN SA Y PROMOCIONES EDIFICIOS Y,59
93301,AM2-PA055 Consol.Estruct.Beti Jai Marq.Riscal 7,FERROVIAL AGROMAN S A,60
93301,AM3-R002 ACOND. VESTUAR.PROVIS. PISC. VERANO VICÁL,PROMOCIONES EDIFICIOS Y CONTRATAS S A,61
92003,"CONTRATO SUMINISTROS, SERVICIOS ENERGÉTICOS FASE I",CLECE SA,62
92003,CONTRATO DERIVADO ENERGIA ELECTRICA 2015-2016,ENDESA ENERGIA S A U,63
92003,CONT. DERIV. LOTE 2 PROR. AM COMB. DIC. 2016,REPSOL COMERCIAL DE PRODUCTOS PETROLIFEROS SA,64
93100,CONSUMIBLES Y MANT. FOTOCOPIADORA COLOR,XEROX ESPAÐA S.A.U. .,65
93100,textos basicos,AMMON - RA LIBRERIA S L,66
92003,CONTR. DERIV. LOTE 4  PROR. AM COMB. DIC. 16,"REPSOL BUTANO, S.A. .",67
92003,CONTR. DERIV. LOTE 4  PROR. AM COMB. DIC. 16,"REPSOL BUTANO, S.A. .",68
92003,CONTRATO DERIVADO LOTE 3  PRORROGA AM COMBUSTIB.,SOLRED S.A. . .,69
92003,CONTRATO DERIVADO LOTE 3  PRORROGA AM COMBUSTIB.,SOLRED S.A. . .,70
92003,CONTRATO DERIVADO LOTE 5  PRORROGA AM COMB DIC16,PETROLI SLU .,71
92003,CONT. DERIV. LOTE 4  PROR. AM COMB. DICIEMBRE 16,"REPSOL BUTANO, S.A. .",72
92003,Adquisición consumibles para el N. de Rprografía,XEROX ESPAÐA S.A.U. .,73
92003,Doc. O - Plan 2000ese fase II,FERROVIAL SERVICIOS SA,74
92003,Doc. O - Contrato servicios energeticos colegios,"VALORIZA FACILITIES, S.A.U. . .",75
92003,Doc. O - ARRENDAMIENTO DE UN TURISMO GLP,BBVA AUTORENTING SA .,76
92003,Doc. O - ARRENDAMIENTO DE UN TURISMO GLP,BBVA AUTORENTING SA .,77
92003,renting diciembre lote 1.2,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,78
92003,CONT. DERIV. LOTE 5  PROR. AM COMB. NOVIEMBRE 16,PETROLI SLU .,79
92003,RENTING VEHÍCULOS LOTE 3- diciembre  2016,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,80
92003,RENTING VEHÍCULOS LOTE 1.1 DICIEMBRE 2016,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,81
92003,RENTING VEHÍCULOS LOTE 1.2 DICIEMBRE 2016,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,82
92003,RENTING VEHÍCULOS LOTE 2.2- MES DICIEMBRE,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,83
92003,RECAMBIOS PARA VEHÍCULO MUNICIPAL,REYFREN RECAMBIOS Y FRENOS S.L. . .,84
92003,DERIV. DE PROR. AM GAS NATURAL DICIEMBRE16,GAS NATURAL COMERCIALIZADORA; S.A. . .,85
92003,"CONTRATO SUMINISTROS, SERV.  ENERGET. FASE I ENERO",CLECE SA,86
92003,CONT. DERIV. LOTE 4  PROR. AM COMB. ENERO 2017,"REPSOL BUTANO, S.A. .",87
92003,CONT. DERIV. LOTE 4  PROR. AM COMB. ENERO 2017,"REPSOL BUTANO, S.A. .",88
92003,CONTR. DERIV. LOTE 4  PROR. AM COMB. ENERO 2017,"REPSOL BUTANO, S.A. .",89
92003,CONTR. DERIV. LOTE 4  PROR. AM COMB. ENERO 2017,"REPSOL BUTANO, S.A. .",90
92003,CONTRATO DERIV LOTE 2 PRORROGA AM COMBUSTIB. ENERO,REPSOL COMERCIAL DE PRODUCTOS PETROLIFEROS SA,91
92003,CONTRATO DERIV LOTE 2 PRORROGA AM COMBUSTIB. ENERO,REPSOL COMERCIAL DE PRODUCTOS PETROLIFEROS SA,92
92003,CONTRATO DERIV LOTE 5  PRORROGA AM COMBUST. ENERO,PETROLI SLU .,93
92003,DERIV. DE PRORROGA AM GAS NATURAL. REGULARIZ 2016,GAS NATURAL COMERCIALIZADORA; S.A. . .,94
92003,REASIGNACIÓN CRÉDITOS RENTING VEHÍCULOS LOTE 1.1,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,95
92003,REASIGNACIÓN CRÉDITOS RENTING VEHÍCULOS LOTE 1.2,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,96
92003,REASIGNACIÓN CRÉDITOS RENTING VEHÍCULOS LOTE 2.2,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,97
92003,REASIGNACIÓN CRÉDITOS RENTING VEHÍCULOS LOTE 3,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,98
92003,Adq. consumibles para el N. de Reprografía,XEROX ESPAÐA S.A.U. .,99
93100,"CONSUMIBLES Y MANT, FOTOCOPIADORA COLOR",XEROX ESPAÐA S.A.U. .,100
92003,Doc. O - ARRENDAMIENTO DE UN TURISMO GLP,BBVA AUTORENTING SA .,101
92003,Doc. O - ARRENDAMIENTO DE UN TURISMO GLP,BBVA AUTORENTING SA .,102
92003,Doc. O - Contrato servicios energeticos colegios,"VALORIZA FACILITIES, S.A.U. . .",103
92003,DERIV. PRORR. AM ELECTRICIDAD 2017 ENERO 2017,ENDESA ENERGIA S A U,104
92003,CONTRATO DERIV  LOTE 3  PRORROGA AM COMBUST ENERO,SOLRED S.A. . .,105
92003,CONTRATO DERIV  LOTE 3  PRORROGA AM COMBUST ENERO,SOLRED S.A. . .,106
92003,RENTIN VEHICULOS LOTE 1.2 ENERO 2017,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,107
93100,textos baSICOS,AMMON - RA LIBRERIA S L,108
92003,DERIV DE PRORROGA AC. MARCO GAS NATURAL ENERO 17,GAS NATURAL COMERCIALIZADORA; S.A. . .,109
92003,CONT DERIVLOTE 2 PROR AM COMB. 2ª QUINCENA NOV. 16,REPSOL COMERCIAL DE PRODUCTOS PETROLIFEROS SA,110
92003,CONT DERIVLOTE 2 PROR AM COMB. 2ª QUINCENA NOV. 16,REPSOL COMERCIAL DE PRODUCTOS PETROLIFEROS SA,111
92003,Doc. O - Plan 2000ese fase II,FERROVIAL SERVICIOS SA,112
92003,CONTRATO SUM. SERV. ENERG. FASE I FEBRERO 17,CLECE SA,113
93100,Suministro de microondas,"REDONDO Y GARCIA, S.A.",114
93100,Suministro de dos cafeteras,"REDONDO Y GARCIA, S.A.",115
92003,Doc. O - ARRENDAMIENTO DE UN TURISMO GLP,BBVA AUTORENTING SA .,116
92003,Doc. O - ARRENDAMIENTO DE UN TURISMO GLP,BBVA AUTORENTING SA .,117
92003,CONTRATO DERIV. LOTE 4  PROR.AM COMB. FEBRERO 17,"REPSOL BUTANO, S.A. .",118
92003,CONTRATO DERIV.LOTE 4  PROR.AM COMB. FEBRERO 17,"REPSOL BUTANO, S.A. .",119
92003,CONTRATO DERIV.LOTE 4  PROR.AM COMB. FEBRERO 17,"REPSOL BUTANO, S.A. .",120
92003,CONTRATO DERIV.LOTE 4  PROR.AM COMB. FEBRERO 17,"REPSOL BUTANO, S.A. .",121
92003,CONTRATO DERIV.LOTE 4  PROR.AM COMB. FEBRERO 17,"REPSOL BUTANO, S.A. .",122
92003,RENTING VEHICULO LOTE 3 FEBRERO 2017,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,123
92003,RENTING VEHÍCULOS LOTE 1.1 FEBRERO 2017,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,124
92003,RENTING VEHÍCULOS LOTE 1.2 FEBRERO 2017,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,125
92003,RENTING VEHÍCULOS LOTE 1.2 FEBRERO 2017,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,126
92003,RENTING VEHÍCULOS LOTE 2.2 FEBRERO 2017,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,127
93100,Suministro de toner para impresora Epson AL-M300,COMERCIAL DE SUMINISTROS PARA LA INFORMATICA SL,128
93100,"CONSUMIBLES Y MANT, FOTOCOPIADORA COLOR FEBRERO",XEROX ESPAÐA S.A.U. .,129
92003,CONT.DERIV. LOTE 2 PROR. AM COMB. FEBRERO 2017,REPSOL COMERCIAL DE PRODUCTOS PETROLIFEROS SA,130
92003,CONT. DERIV.LOTE 5  PROR. AM COMB. FEBRERO 2017,PETROLI SLU .,131
93100,TEXTOS BASICOS (DVD),AMMON - RA LIBRERIA S L,132
92003,Adq. consumibles para el N. de Reprografía,XEROX ESPAÐA S.A.U. .,133
92003,Doc. O - Contrato servicios energeticos colegios,"VALORIZA FACILITIES, S.A.U. . .",134
92003,Doc. O - Plan 2000ese fase II,FERROVIAL SERVICIOS SA,135
93100,2 toner tinta color y 2 toner tinta negra,COMERCIAL DE SUMINISTROS PARA LA INFORMATICA SL,136
93100,MODIFICACIÓN DE DIRECTORIO ALCALÁ 45,ANGAVA S A . .,137
93100,Suministro de dos juegos de banderas,ANTONIO HERRAIZ SA . .,138
93100,Suministro de 25 cajas de almacenaje de plástico,"REDONDO Y GARCIA, S.A.",139
92003,DERIV DE PRORROGA ACUERDO M. GAS NATURAL. FEBRERO,GAS NATURAL COMERCIALIZADORA; S.A. . .,140
93100,FUNDAS MULTITALADRO FUELLE,GUTHERSA SA,141
93100,Suministro de una grabadora de voz,ALPADI S A,142
92003,"SUMINISTRO GAS CALLE ROCAFORT, 9","GAS NATURAL SERVICIOS SDG, S.A.",143
92003,DERIVADO PROR.AM ELECTRICIDAD 2017 FEBRERO 17,ENDESA ENERGIA S A U,144
92003,DIVERSOS RECAMBIOS PARA VEHICULOS MUNICIPALES,REYFREN RECAMBIOS Y FRENOS S.L. . .,145
92003,CONTRATO SUM. SERV.ENERG. FASE I MARZO 2017,CLECE SA,146
93100,Suministro de dos microondas,"REDONDO Y GARCIA, S.A.",147
92003,Doc. O - ARRENDAMIENTO DE UN TURISMO GLP,BBVA AUTORENTING SA .,148
92003,Doc. O - ARRENDAMIENTO DE UN TURISMO GLP,BBVA AUTORENTING SA .,149
92003,CONTR.DERIV. LOTE 4  PROR.AM COMB. MARZO 2017,"REPSOL BUTANO, S.A. .",150
92003,CONTR.DERIV. LOTE 4  PROR.AM COMB. MARZO 2017,"REPSOL BUTANO, S.A. .",151
93100,8 Pantallas estancas LED cubierta Alcalá 45,CLECE SA,152
93100,CONSUMIBLES INFORMÁTICOS,DISTRIBUIDORA DE MATERIAL DE OFICINA S A,153
92003,DERIVADO PROR.AM ELECTRICIDAD 2017 MARZO 17,ENDESA ENERGIA S A U,154
92003,Doc. O - Contrato servicios energeticos colegios,"VALORIZA FACILITIES, S.A.U. . .",155
92003,CONTRATO DERIV. LOTE 3  PROR. AM COMB. MARZO 17,SOLRED S.A. . .,156
93100,"CONSUMIBLES Y MANT, FOTOCOPIADORA COLOR MARZO",XEROX ESPAÐA S.A.U. .,157
92003,RENTING VEHÍCULOS LOTE 1.1 MARZO 2017,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,158
92003,RENTING VEHÍCULOS LOTE 1.2 MARZO 2017,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,159
92003,RENTING VEHÍCULOS LOTE 2.2 MARZO 2017,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,160
92003,RENTING VEHÍCULOS LOTE 1.2 MARZO 2017,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,161
92003,RENTING VEHÍCULOS LOTE 3 MARZO 2017,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,162
92003,CONTRATO DERIVADO LOTE 5  PRORROGA AM COMBUSTIB.,PETROLI SLU .,163
93100,Biombos para la intervención delegada de Ec.y H.,"ARLEX MADRID, S.A. . .",164
92003,Adq. consumibles para el N. de Reprografía,XEROX ESPAÐA S.A.U. .,165
92003,C.MENOR LUBR. Y P.ACCES. VEHICULOS FEBRERO 2017,SOLRED S.A. . .,166
92003,CONTRATO DERIV. LOTE 4  PR. AM COMB. MARZO 2017,"REPSOL BUTANO, S.A. .",167
92003,CONTRATO DERIV. LOTE 4  PR. AM COMB. MARZO 2017,"REPSOL BUTANO, S.A. .",168
92003,CONTRATO DERIV. LOTE 4  PR. AM COMB. MARZO 2017,"REPSOL BUTANO, S.A. .",169
92003,Doc. O - Plan 2000ese fase II,FERROVIAL SERVICIOS SA,170
92320,ENMARCADO ORTOFOTO,RETOQUE S L,171
92003,CONTRATO DERIV. LOTE 2 PROR.AM COMB. MARZO 2017,REPSOL COMERCIAL DE PRODUCTOS PETROLIFEROS SA,172
92003,DERIVADO DE PROR.AM GAS NATURAL MARZO 2017,GAS NATURAL COMERCIALIZADORA; S.A. . .,173
93100,Etiquetas Adhesivas Oficina Objetos Perdidos,"PAPEL CONTINUO RASAL, S.L. . .",174
92003,SUMINISTRO  LUBRIC. 2017 BOMBEROS,REPSOL YPF LUBRICANTES Y ESPECIALIDADES SA,175
93100,Suministro de un frigorífico,"REDONDO Y GARCIA, S.A.",176
92003,Recambio para vehículo municipal 3386 DBL,REYFREN RECAMBIOS Y FRENOS S.L. . .,177
93100,CONSUMIBLES INFORMÁTICOS,COMERCIAL DE SUMINISTROS PARA LA INFORMATICA SL,178
93100,Consumibles informática,COMERCIAL DE SUMINISTROS PARA LA INFORMATICA SL,179
92003,"SUM. ELECTRICO EN BRAVO MURILLO, 39",IBERDROLA DISTRIBUCION ELECTRICA S A U,180
93100,Suministro de 25 portanombres de metacrilato,ANGAVA S A . .,181
92003,CONTRATO SUM. SERVIC.ENERGÉT. FASE I ABRIL 17,CLECE SA,182
92003,CONTRATO DERIV.LOTE 4  PROR. AM COMB. ABRIL 2017,"REPSOL BUTANO, S.A. .",183
92003,CONTRATO DERIV.LOTE 4  PROR. AM COMB. ABRIL 2017,"REPSOL BUTANO, S.A. .",184
92003,CONTRATO DERIV. LOTE 4  PROR. AM COMB. ABRIL 2017,"REPSOL BUTANO, S.A. .",185
92003,CONTRATO DERIV. LOTE 4  PROR. AM COMB. ABRIL 2017,"REPSOL BUTANO, S.A. .",186
92003,CONTRATO DERIV.LOTE 5  PROR. AM COMB. ABRIL 2017,PETROLI SLU .,187
92003,RENTING VEHÍCULOS LOTE 1.2 ABRIL 2017,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,188
92003,RENTING VEHÍCULOS LOTE 2.2 ABRIL 2017,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,189
92003,RENTING VEHÍCULOS LOTE 3 ABRIL 2017,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,190
92003,RENTING VEHÍCULOS LOTE 1.1 ABRIL 2017,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,191
92003,DERIVADO PROR. AM ELECTRICIDAD  ABRIL 2017,ENDESA ENERGIA S A U,192
92003,CONTRATO DERIV LOTE 4  PRORROGA AM COMBUSTIB.ABRIL,"REPSOL BUTANO, S.A. .",193
92003,Adq. consumibles para el N. de Reprografía,XEROX ESPAÐA S.A.U. .,194
92003,CONTRATO DERIV LOTE 2 PRORROGA AM COMBUSTIB. ABRIL,REPSOL COMERCIAL DE PRODUCTOS PETROLIFEROS SA,195
92003,CONTRATO DERIV  LOTE 3  PRORROGA AM COMBUST ABRIL,SOLRED S.A. . .,196
92003,C.MENOR LUBRICANTES Y P.ACCESORIAS VEHICULOS MARZO,SOLRED S.A. . .,197
93100,"CONSUMIBLES Y MANT, FOTOCOPIADORA COLOR",XEROX ESPAÐA S.A.U. .,198
92003,Doc. O - Contrato servicios energeticos colegios,"VALORIZA FACILITIES, S.A.U. . .",199
93100,TEXTOS BASICOS,AMMON - RA LIBRERIA S L,200
92003,DERIVADO DE PRORROGA A. MARCO GAS NATURAL ABRIL 17,GAS NATURAL COMERCIALIZADORA; S.A. . .,201
93100,SUMINISTRO 3 RADIOTELEFONOS PORTATILES,ARMINIA TECNOLOGIA & CONTROL SA,202
92003,Doc. O - ARRENDAMIENTO DE UN TURISMO GLP,BBVA AUTORENTING SA .,203
92003,Doc. O - ARRENDAMIENTO DE UN TURISMO GLP,BBVA AUTORENTING SA .,204
92003,ADQUISICIÓN DE REPUESTO PARA VEHÍCULO MUNICIPAL,REYFREN RECAMBIOS Y FRENOS S.L. . .,205
92003,RENTING VEHÍCULOS LOTE 1.2 ABRIL 2017,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,206
92003,CM suministro cargador de batería Haulotte,ABLACAR S.L. . .,207
92003,SUMINISTRO  LUBRICANTES PARA TALLERES MPALES 2017,REPSOL YPF LUBRICANTES Y ESPECIALIDADES SA,208
93100,consumibles informáticos,COMERCIAL DE SUMINISTROS PARA LA INFORMATICA SL,209
92003,CONTRATO DERIVADO LOTE 4 PROR AM COMBUSTIB. DIC 16,"REPSOL BUTANO, S.A. .",210
92003,Doc. O - Plan 2000ese fase II,FERROVIAL SERVICIOS SA,211
92003,"CONTRATO SUMINISTROS, SERVICIOS ENERGÉTICOS FASE I",CLECE SA,212
92003,CONTRATO DERIVADO LOTE 4  PROR.AM COMB. MAYO 17,"REPSOL BUTANO, S.A. .",213
93100,SUMINISTRO DE MICROONDAS,"REDONDO Y GARCIA, S.A.",214
92003,RENTING VEHICULO LOTE 3 MAYO 2017,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,215
92003,ADQUISICIÓN DE NEUMÁTICOS PARA VEHÍCULO 8594DCR,NERMOVIL S L,216
92003,RENTING VEHÍCULOS LOTE 2.2 MAYO 2017,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,217
92003,DERIVADO PRORROGA AM ELECTRICIDAD 2017 MAYO 17,ENDESA ENERGIA S A U,218
92003,CONTRATO DERIVADO LOTE 2 PROR.AM COMB. MAYO 17,REPSOL COMERCIAL DE PRODUCTOS PETROLIFEROS SA,219
92003,Renting vehiculos Lote 1.2 Mayo 2017,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,220
92003,RENTING VEHÍCULOS LOTE 1.2 MAYO 2017,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,221
92003,CONTRATO DERIVADO LOTE 3  PROR.AM COMB. MAYO 17,SOLRED S.A. . .,222
92003,CONTRATO DERIVADO LOTE 3  PROR.AM COMB. MAYO 17,SOLRED S.A. . .,223
93100,"CONSUMIBLES Y MANT, FOTOCOPIADORA COLOR",XEROX ESPAÐA S.A.U. .,224
92003,CONTRATO DERIV. LOTE 5  PROR. AM COMB. MAYO 2017,PETROLI SLU .,225
92003,Doc. O - Contrato servicios energeticos colegios,"VALORIZA FACILITIES, S.A.U. . .",226
93100,Variador Circuito de Climatización Alcala 45,CLECE SA,227
93100,CONSUMIBLES INFORMÁTICOS,COMERCIAL DE SUMINISTROS PARA LA INFORMATICA SL,228
92003,Doc. O - ARRENDAMIENTO DE UN TURISMO GLP,BBVA AUTORENTING SA .,229
92003,Doc. O - ARRENDAMIENTO DE UN TURISMO GLP,BBVA AUTORENTING SA .,230
93100,Video Proyector y Pantalla de Proyección,GUTHERSA SA,231
93100,Video Proyector y Pantalla de Proyección,GUTHERSA SA,232
92003,DERIVADO DE PRORROGA A. MARCO GAS NATURAL. MAYO,GAS NATURAL COMERCIALIZADORA; S.A. . .,233
92003,Doc. O - Plan 2000ese fase II,FERROVIAL SERVICIOS SA,234
92003,Adq. Cizalla negociado reprografía,ALPADI S A,235
92003,MANTENIMIENTO DE  VEHICULOS MUNICIPALES,REYFREN RECAMBIOS Y FRENOS S.L. . .,236
43301,SUMINISTR. E INSTALAC.BARRERA VEHICULOS FACTORIA,ORTIZ CONSTRUCCIONES Y PROYECTOS SA,237
92003,RENTING VEHÍCULOS LOTE 1.1 MAYO 2017,ALPHABET ESPAÐA FLEET MANAGEMENT S A U,238
93100,mantenimiento arcos,PROSELEC SEGURIDAD S.A.U. .,239
93100,mantenimiento arcos y escáneres,TARGET TECNOLOGIA S.A. . .,240
93100,SERVICIO INTEGRAL CARDIOPROTECCIÓN ALCALÁ 45,"ANEK S3, S.L.",241
93301,Limpieza instalaciones edif. bajo custodia de DGP,OHL SERVICIOS INGESAN SA,242
92003,Doc. O - ITV VEHICULOS PROPIEDAD AYTO MADRID Y OO,ENTIDAD IDV MADRID SL .,243
92003,Doc. O - ITV VEHICULOS PROPIEDAD AYTO MADRID Y OO,ENTIDAD IDV MADRID SL .,244
92003,Doc. O - ITV VEHICULOS PROPIEDAD AYTO MADRID Y OO,ENTIDAD IDV MADRID SL .,245
92003,Doc. O - ITV VEHICULOS PROPIEDAD AYTO MADRID Y OO,ENTIDAD IDV MADRID SL .,246
92003,Doc. O - ITV VEHICULOS PROPIEDAD AYTO MADRID Y OO,ENTIDAD IDV MADRID SL .,247
92003,Doc. O - ITV VEHICULOS PROPIEDAD AYTO MADRID Y OO,ENTIDAD IDV MADRID SL .,248
